ids,age,balance,day,duration,pdays,job,contact,education,marital,default,y
30644,37,6101,6,141,-1,technician,cellular,tertiary,single,no,yes
18519,56,33,31,26,-1,unknown,telephone,unknown,married,no,no
19121,44,7485,5,187,-1,management,cellular,tertiary,married,no,no
21186,45,0,14,64,-1,management,cellular,tertiary,married,no,no
38049,47,355,14,144,366,blue-collar,cellular,primary,single,no,no
26067,32,375,19,143,-1,admin.,cellular,secondary,single,no,no
28576,31,304,29,293,160,technician,cellular,secondary,single,no,no
34672,35,67,5,192,-1,services,cellular,secondary,divorced,no,no
15503,29,-193,18,126,-1,admin.,cellular,secondary,married,no,no
2333,26,8,13,147,-1,technician,unknown,secondary,single,no,no
50,54,1291,5,266,-1,blue-collar,unknown,secondary,married,no,no
23321,59,330,27,27,-1,technician,cellular,secondary,divorced,no,no
37452,57,25,13,378,359,blue-collar,cellular,secondary,married,no,no
28185,33,893,29,259,259,management,cellular,tertiary,divorced,no,no
4360,37,53,19,467,-1,blue-collar,unknown,primary,married,no,no
2910,49,1878,14,267,-1,technician,unknown,primary,married,no,no
35067,28,417,6,523,363,blue-collar,cellular,tertiary,married,no,no
37138,33,308,13,147,-1,blue-collar,cellular,secondary,married,no,no
45175,38,2543,11,357,93,entrepreneur,cellular,secondary,single,no,yes
8675,28,228,3,328,-1,blue-collar,unknown,secondary,married,no,no
31060,26,11862,13,119,-1,technician,cellular,tertiary,single,no,yes
2483,60,1262,13,1015,-1,blue-collar,unknown,primary,married,no,yes
9,43,593,5,55,-1,technician,unknown,secondary,single,no,no
7478,58,4299,29,348,-1,technician,unknown,secondary,married,no,no
8444,38,205,3,170,-1,blue-collar,unknown,secondary,married,no,no
21821,50,30,20,76,-1,management,cellular,tertiary,divorced,no,no
10919,48,1437,17,34,-1,management,unknown,tertiary,single,no,no
6542,24,2278,27,77,-1,management,unknown,secondary,married,no,no
33724,37,4174,22,183,-1,management,cellular,tertiary,married,no,no
9687,42,480,6,288,-1,blue-collar,unknown,primary,married,no,no
7223,45,59,29,609,-1,technician,unknown,secondary,married,no,no
14388,45,144,14,154,-1,technician,cellular,secondary,married,no,no
11953,37,1483,20,32,-1,services,unknown,secondary,married,no,no
34648,50,716,5,444,-1,blue-collar,cellular,secondary,married,no,no
25377,30,1185,18,342,120,management,cellular,tertiary,married,no,no
37413,38,0,13,537,303,management,cellular,tertiary,married,no,no
33520,40,1530,20,8,315,blue-collar,cellular,primary,single,no,no
42934,34,3000,8,215,221,technician,cellular,secondary,married,no,no
30763,33,350,6,148,227,blue-collar,cellular,tertiary,single,no,no
34294,33,5151,4,124,165,blue-collar,cellular,primary,married,no,no
31842,36,223,8,281,-1,management,cellular,tertiary,single,no,no
17994,32,7,30,29,-1,unemployed,cellular,tertiary,married,no,no
27467,36,1006,21,89,-1,self-employed,cellular,secondary,married,no,no
36972,41,1356,13,50,-1,blue-collar,cellular,primary,married,no,no
14283,44,0,14,289,-1,management,cellular,tertiary,single,no,no
2544,47,300,13,103,-1,blue-collar,unknown,primary,married,no,no
9635,46,1676,6,56,-1,housemaid,unknown,primary,married,no,no
114,59,81,5,107,-1,retired,unknown,primary,divorced,no,no
35427,44,430,7,97,171,management,cellular,tertiary,married,no,no
24008,45,183,29,27,-1,technician,cellular,secondary,married,no,no
7648,32,315,30,61,-1,blue-collar,unknown,primary,single,no,no
22442,35,296,22,91,-1,technician,cellular,tertiary,single,no,no
18149,40,251,30,153,-1,services,cellular,secondary,married,no,no
21180,30,0,14,226,-1,technician,telephone,tertiary,single,no,no
35818,52,774,8,159,-1,services,cellular,secondary,married,no,no
44203,58,1318,16,184,179,management,cellular,tertiary,married,no,no
17436,56,4763,28,106,-1,services,telephone,secondary,married,no,no
40470,29,5547,3,236,-1,management,cellular,primary,married,no,no
18590,59,1040,31,733,-1,admin.,telephone,primary,married,no,no
40838,81,0,11,198,-1,retired,telephone,primary,married,no,no
41947,82,8603,22,306,107,retired,cellular,primary,married,no,yes
34927,31,17,6,72,-1,blue-collar,cellular,unknown,single,yes,no
19055,53,5094,5,114,-1,admin.,cellular,tertiary,married,no,no
32261,24,525,16,253,332,blue-collar,cellular,secondary,single,no,no
41541,67,708,11,96,-1,retired,cellular,primary,married,no,no
3924,43,17,16,353,-1,technician,unknown,secondary,married,no,no
24564,42,1143,17,106,-1,admin.,telephone,secondary,single,no,no
7122,29,559,29,182,-1,blue-collar,unknown,unknown,married,no,no
31159,56,935,26,112,227,services,cellular,secondary,divorced,no,no
36725,58,624,12,393,-1,retired,cellular,secondary,married,no,no
42343,61,89,24,141,95,admin.,cellular,tertiary,divorced,no,no
1961,37,1160,9,255,-1,blue-collar,unknown,primary,married,no,no
32691,39,260,17,146,281,admin.,cellular,secondary,married,no,no
21505,31,6562,19,118,-1,technician,cellular,tertiary,married,no,no
16981,47,-116,25,160,-1,services,cellular,secondary,divorced,no,no
5879,30,187,26,272,-1,blue-collar,unknown,secondary,married,no,no
12794,56,21,7,118,-1,management,cellular,primary,married,no,no
17174,27,0,28,334,-1,services,cellular,secondary,married,no,no
41901,37,0,20,107,258,management,cellular,tertiary,single,no,no
14055,33,236,11,203,-1,technician,cellular,tertiary,married,no,no
32086,33,549,14,44,-1,admin.,cellular,secondary,single,no,no
35628,40,-607,8,328,353,admin.,cellular,secondary,divorced,no,no
19226,48,7020,6,80,-1,technician,cellular,secondary,married,no,no
21546,40,1063,19,264,-1,technician,cellular,tertiary,married,no,no
22426,51,0,22,111,-1,management,cellular,tertiary,married,no,no
37807,34,1272,14,202,-1,self-employed,cellular,tertiary,single,no,no
40949,38,0,13,255,105,blue-collar,cellular,secondary,single,no,no
2674,59,559,13,168,-1,retired,unknown,tertiary,divorced,no,no
26899,38,5133,21,87,168,blue-collar,cellular,secondary,single,no,no
14652,36,287,15,119,-1,management,cellular,tertiary,married,no,no
31439,32,2833,30,415,-1,services,cellular,secondary,married,no,no
10035,38,1116,9,80,-1,blue-collar,unknown,secondary,married,no,no
29921,56,122,4,72,-1,unemployed,cellular,primary,married,no,no
5587,35,208,23,247,-1,blue-collar,unknown,primary,married,no,no
40170,30,1159,5,366,-1,unemployed,telephone,tertiary,single,no,yes
40989,37,8066,13,57,-1,management,telephone,tertiary,single,no,no
5996,37,4030,26,178,-1,technician,unknown,secondary,married,no,no
23943,46,0,29,38,-1,management,cellular,tertiary,divorced,no,no
34171,27,73,30,374,79,admin.,cellular,tertiary,married,no,no
31285,79,8304,9,303,-1,retired,telephone,secondary,married,no,yes
35826,33,1,8,56,-1,admin.,cellular,tertiary,single,no,no
30386,27,299,5,29,-1,technician,cellular,secondary,single,no,no
10581,46,6215,16,155,-1,blue-collar,unknown,secondary,married,no,no
13212,35,790,8,221,-1,services,cellular,primary,single,no,no
34584,33,255,5,237,165,services,cellular,secondary,married,no,no
39294,31,-422,18,64,329,admin.,cellular,secondary,single,no,no
26183,41,3992,20,281,-1,services,telephone,secondary,married,no,no
41829,41,3872,15,231,-1,management,cellular,tertiary,married,no,no
20534,34,897,12,197,-1,housemaid,cellular,tertiary,married,no,no
34814,32,53,6,153,169,blue-collar,cellular,secondary,single,no,no
32130,53,8112,15,75,146,self-employed,cellular,secondary,divorced,no,no
8939,52,1049,4,80,-1,admin.,unknown,secondary,divorced,no,no
20870,32,90,13,116,-1,management,cellular,tertiary,single,no,no
28552,38,220,29,207,-1,blue-collar,cellular,secondary,married,no,no
35956,59,148,8,685,366,retired,cellular,tertiary,married,no,yes
6472,30,554,27,89,-1,blue-collar,unknown,primary,married,no,no
18980,35,354,4,146,-1,technician,cellular,tertiary,single,no,no
27064,43,-128,21,32,-1,blue-collar,cellular,secondary,married,no,no
3941,32,244,16,128,-1,blue-collar,unknown,primary,married,no,no
3264,50,605,15,200,-1,blue-collar,unknown,unknown,married,no,no
36851,50,15,12,173,350,blue-collar,cellular,primary,divorced,no,no
10538,52,740,16,206,-1,management,unknown,primary,married,no,no
20059,41,2127,8,120,-1,management,cellular,tertiary,married,no,no
42918,58,1625,5,286,-1,unemployed,cellular,secondary,married,no,yes
21872,56,374,20,193,-1,admin.,cellular,secondary,married,no,no
17836,60,179,29,79,-1,self-employed,cellular,tertiary,single,no,no
13718,48,-367,10,281,-1,blue-collar,cellular,secondary,single,no,no
6258,40,56,27,223,-1,technician,unknown,secondary,married,no,no
19147,56,388,5,80,-1,retired,cellular,secondary,married,no,no
21448,37,1435,18,724,-1,technician,cellular,secondary,single,no,yes
35801,36,278,8,1243,-1,management,cellular,secondary,single,no,no
2230,35,855,12,241,-1,admin.,unknown,secondary,single,no,no
40556,38,7929,8,182,-1,entrepreneur,cellular,tertiary,divorced,no,no
4297,47,1851,19,140,-1,technician,unknown,secondary,divorced,no,no
42759,73,279,28,399,-1,retired,cellular,primary,married,no,yes
15400,30,4145,18,302,-1,management,cellular,tertiary,married,no,no
12947,39,18,7,75,-1,blue-collar,cellular,unknown,married,no,no
6134,31,0,27,159,-1,blue-collar,unknown,primary,married,yes,no
17648,49,63,29,435,-1,admin.,cellular,secondary,divorced,no,no
8427,50,1854,3,119,-1,management,unknown,tertiary,married,no,no
41304,31,404,27,125,-1,management,cellular,tertiary,single,no,no
21426,30,0,18,124,-1,management,cellular,tertiary,single,no,no
27783,26,285,28,100,-1,services,cellular,secondary,married,no,no
41525,32,555,9,344,-1,admin.,cellular,secondary,single,no,yes
9795,58,630,9,443,-1,retired,unknown,secondary,married,no,no
24569,55,0,17,501,-1,technician,cellular,tertiary,married,no,no
2240,35,538,12,66,-1,management,unknown,tertiary,divorced,no,no
23336,48,164,27,76,-1,technician,cellular,secondary,married,no,no
7719,28,-232,30,557,-1,blue-collar,unknown,primary,single,no,no
6690,33,855,28,99,-1,blue-collar,unknown,secondary,single,no,no
44181,28,205,14,87,184,student,cellular,secondary,single,no,yes
16688,35,1290,24,211,-1,blue-collar,cellular,secondary,married,no,no
44361,80,173,2,87,-1,retired,cellular,secondary,married,no,no
33108,38,0,20,506,-1,services,cellular,secondary,married,no,no
28394,43,620,29,155,-1,services,cellular,secondary,single,no,no
43701,27,535,13,159,87,blue-collar,cellular,secondary,single,no,yes
976,60,42,7,386,-1,retired,unknown,secondary,married,no,no
11312,37,12130,18,429,-1,blue-collar,unknown,primary,single,no,no
28683,41,2007,30,419,-1,blue-collar,cellular,primary,married,no,no
24932,36,51,18,464,-1,management,cellular,tertiary,married,no,no
36767,33,1240,12,844,-1,blue-collar,cellular,secondary,married,no,yes
41880,80,6483,19,123,-1,management,telephone,primary,married,no,no
23950,33,1255,29,511,-1,housemaid,cellular,tertiary,single,no,no
14656,36,-231,15,779,-1,blue-collar,cellular,secondary,married,no,no
42532,32,131,21,322,189,admin.,cellular,secondary,single,no,yes
10555,36,981,16,1093,-1,services,unknown,secondary,married,no,yes
37933,26,114,14,226,-1,student,cellular,primary,single,no,no
19499,48,205,7,239,-1,blue-collar,cellular,secondary,married,no,no
43759,60,0,20,321,87,management,cellular,secondary,married,no,no
593,48,74,6,315,-1,retired,unknown,secondary,married,no,no
37475,31,232,13,53,-1,unemployed,cellular,tertiary,married,no,no
36836,46,4170,12,118,357,blue-collar,cellular,primary,married,no,no
39794,55,0,1,106,91,technician,cellular,secondary,married,no,no
29266,30,57,2,465,-1,technician,cellular,secondary,single,no,no
43504,55,309,20,167,181,unemployed,cellular,secondary,divorced,no,yes
9976,25,116,9,253,-1,blue-collar,unknown,primary,single,no,no
42285,62,0,13,227,-1,retired,cellular,tertiary,divorced,no,yes
30177,48,558,5,708,-1,blue-collar,telephone,secondary,married,no,no
28753,31,887,30,427,-1,services,cellular,secondary,single,no,no
35677,43,2,8,7,-1,blue-collar,cellular,secondary,married,no,no
10697,28,235,16,102,-1,blue-collar,unknown,secondary,single,no,no
4922,31,932,21,229,-1,blue-collar,unknown,secondary,married,no,no
20712,37,137,13,244,-1,self-employed,cellular,tertiary,married,no,no
22418,30,0,22,69,-1,technician,cellular,tertiary,single,no,no
22450,55,139,22,256,-1,housemaid,cellular,secondary,married,no,no
30127,32,322,4,192,272,self-employed,cellular,tertiary,married,no,no
23126,37,-274,26,218,-1,technician,cellular,secondary,single,no,no
3409,53,74,15,122,-1,retired,unknown,tertiary,married,no,no
28365,41,16,29,553,-1,blue-collar,cellular,secondary,married,no,no
35477,43,703,7,96,301,unknown,cellular,secondary,married,no,no
22592,49,702,22,145,-1,technician,telephone,secondary,married,no,no
5160,39,568,21,173,-1,blue-collar,unknown,primary,married,no,no
9138,58,4318,5,307,-1,admin.,unknown,unknown,married,no,no
12376,55,2,27,392,-1,retired,unknown,primary,married,no,no
33696,27,832,21,336,-1,admin.,cellular,tertiary,single,no,no
10064,54,1379,11,136,-1,retired,unknown,primary,married,no,no
40675,38,64,6,789,-1,student,cellular,unknown,single,no,no
12761,30,-134,7,61,-1,services,cellular,secondary,married,no,no
19893,38,1788,8,391,-1,technician,cellular,secondary,single,no,no
43094,51,1277,22,143,294,management,cellular,unknown,single,no,no
23969,46,117,29,94,-1,technician,cellular,secondary,divorced,no,no
35888,46,740,8,462,359,management,cellular,tertiary,married,no,no
40751,33,22867,10,73,440,management,cellular,tertiary,married,no,no
2745,55,188,14,139,-1,retired,unknown,secondary,married,no,no
38661,34,3160,15,22,331,admin.,cellular,secondary,single,no,no
28590,28,203,29,188,-1,technician,cellular,tertiary,married,no,no
38352,46,51,15,333,-1,blue-collar,cellular,secondary,married,no,no
3467,32,287,15,465,-1,admin.,unknown,secondary,single,no,no
11446,37,0,19,129,-1,blue-collar,unknown,primary,married,no,no
31569,73,1292,3,420,-1,retired,cellular,secondary,married,no,no
21239,40,193,18,105,-1,management,cellular,tertiary,married,no,no
35777,38,238,8,86,366,blue-collar,cellular,secondary,single,no,no
7007,45,5336,28,99,-1,technician,unknown,tertiary,single,no,no
31477,27,393,1,165,-1,technician,cellular,tertiary,single,no,yes
21793,32,1,20,108,-1,management,cellular,tertiary,single,no,no
13162,33,870,8,545,-1,blue-collar,cellular,tertiary,married,no,no
24348,51,518,17,76,-1,services,telephone,secondary,divorced,no,no
20670,36,0,12,243,-1,management,cellular,tertiary,married,no,no
23634,50,0,28,39,-1,housemaid,cellular,primary,married,no,no
33801,33,692,24,86,-1,services,cellular,tertiary,single,no,no
16466,41,846,23,206,-1,management,cellular,tertiary,divorced,no,no
21394,50,8139,18,256,-1,blue-collar,cellular,primary,married,no,no
5354,47,-401,23,78,-1,technician,unknown,secondary,married,no,no
44636,45,523,1,380,371,services,telephone,primary,divorced,no,no
40991,24,0,13,74,-1,student,cellular,secondary,single,no,no
41063,22,47,14,236,-1,student,cellular,secondary,single,no,no
23750,35,433,28,14,-1,technician,cellular,secondary,married,no,no
1895,35,300,9,338,-1,technician,unknown,secondary,single,no,no
2507,36,1165,13,1001,-1,blue-collar,unknown,secondary,married,no,yes
35304,44,78,7,122,357,technician,cellular,secondary,married,no,no
26208,34,3043,20,670,-1,blue-collar,cellular,secondary,single,no,yes
6612,33,598,28,189,-1,admin.,unknown,secondary,single,no,no
12473,52,935,1,86,-1,technician,unknown,secondary,divorced,no,no
17350,50,546,28,82,-1,admin.,cellular,secondary,married,no,no
41819,81,0,15,172,-1,retired,telephone,primary,divorced,no,no
7325,39,0,29,184,-1,management,unknown,tertiary,married,no,no
36310,32,101,11,369,-1,services,cellular,secondary,single,no,no
38239,29,13,15,26,-1,management,cellular,tertiary,single,no,no
6862,36,428,28,121,-1,management,unknown,tertiary,married,no,no
31102,62,5943,17,196,-1,management,telephone,tertiary,divorced,no,yes
25865,35,16,19,185,-1,management,cellular,tertiary,married,no,no
21781,33,61,19,836,-1,self-employed,cellular,tertiary,single,no,yes
28455,46,-3,29,79,265,blue-collar,cellular,secondary,married,no,no
34870,32,0,6,94,-1,technician,cellular,secondary,divorced,no,no
16669,35,945,24,188,-1,management,cellular,tertiary,single,no,no
9576,35,11671,6,190,-1,blue-collar,unknown,secondary,single,no,no
19726,33,2376,7,278,-1,technician,cellular,secondary,married,no,no
11697,60,662,20,241,-1,housemaid,unknown,tertiary,divorced,no,no
45112,24,1234,26,280,97,student,telephone,secondary,single,no,no
4707,39,602,20,191,-1,technician,unknown,tertiary,married,no,no
38754,24,6,18,16,-1,blue-collar,cellular,secondary,single,no,no
27993,32,3473,28,112,-1,admin.,cellular,secondary,married,no,no
23633,30,17,28,95,-1,management,cellular,tertiary,single,no,no
1535,48,2642,8,330,-1,blue-collar,unknown,primary,married,no,no
32029,59,0,14,145,-1,technician,cellular,secondary,married,no,no
27265,34,1375,21,148,-1,unemployed,cellular,secondary,married,no,no
16517,59,135,23,416,-1,technician,cellular,secondary,married,no,yes
242,38,0,5,151,-1,admin.,unknown,secondary,married,no,no
15487,38,334,18,541,-1,blue-collar,cellular,secondary,single,no,no
29832,31,406,4,736,-1,unemployed,cellular,primary,single,no,yes
42949,53,1228,8,116,188,admin.,cellular,secondary,married,no,no
24215,33,200,17,252,-1,services,cellular,secondary,single,no,no
19660,35,632,7,141,-1,technician,cellular,tertiary,single,no,no
3332,42,597,15,124,-1,blue-collar,unknown,secondary,married,no,no
30999,32,316,9,14,-1,blue-collar,cellular,secondary,married,no,no
36450,31,2377,11,350,-1,technician,cellular,secondary,single,no,no
43447,29,10596,12,143,-1,student,cellular,tertiary,married,no,no
18550,53,0,31,36,-1,blue-collar,telephone,secondary,married,no,no
32480,32,8436,17,245,149,management,cellular,tertiary,single,no,no
35948,31,49,8,187,360,housemaid,cellular,secondary,single,no,no
12467,59,358,1,183,-1,technician,unknown,secondary,married,no,no
44024,41,3126,29,222,91,admin.,cellular,secondary,married,no,yes
42977,61,2557,10,158,92,retired,cellular,tertiary,married,no,yes
3141,36,-389,14,76,-1,blue-collar,unknown,unknown,married,no,no
5869,29,2,26,171,-1,blue-collar,unknown,secondary,married,no,no
4983,31,1410,21,42,-1,technician,unknown,tertiary,married,no,no
26987,31,23,21,116,-1,blue-collar,cellular,secondary,single,no,no
32411,42,695,16,173,-1,blue-collar,cellular,primary,married,no,no
3728,32,0,16,91,-1,management,unknown,tertiary,single,no,no
37360,35,1546,13,156,174,technician,cellular,secondary,married,no,no
28647,34,1137,29,383,206,technician,cellular,secondary,married,no,no
16569,60,12,24,205,-1,technician,cellular,secondary,single,no,no
26476,51,3185,20,187,-1,blue-collar,cellular,primary,married,no,no
18501,36,470,31,101,-1,admin.,cellular,secondary,married,no,no
30339,26,440,5,143,-1,unemployed,cellular,primary,married,no,no
14193,31,696,11,184,-1,technician,cellular,tertiary,single,no,no
3726,31,5,16,216,-1,services,unknown,secondary,married,no,no
10129,42,0,11,241,-1,technician,unknown,unknown,married,no,no
18864,31,387,4,149,-1,technician,cellular,tertiary,single,no,no
37069,35,-276,13,850,-1,blue-collar,cellular,primary,single,no,yes
12674,36,0,4,304,-1,unemployed,telephone,primary,divorced,no,no
35147,26,1700,7,13,-1,services,cellular,secondary,single,no,no
33430,28,0,20,185,-1,student,cellular,secondary,single,no,yes
38254,32,3695,15,34,353,self-employed,cellular,tertiary,divorced,no,no
31536,58,68,2,268,-1,unknown,cellular,unknown,married,no,yes
3986,52,1007,16,248,-1,blue-collar,unknown,primary,married,no,no
3447,54,24,15,34,-1,blue-collar,unknown,primary,married,no,no
15918,31,112,22,102,-1,admin.,cellular,secondary,single,no,no
8696,30,3107,3,1516,-1,technician,unknown,secondary,single,no,no
36658,49,666,12,337,309,management,cellular,tertiary,married,no,no
8346,23,342,3,152,-1,services,unknown,secondary,single,no,no
26274,33,15169,20,103,-1,technician,cellular,tertiary,married,no,no
21767,37,1661,19,199,-1,technician,cellular,tertiary,single,no,no
44127,74,5539,12,390,159,retired,cellular,primary,married,no,no
15250,29,3220,17,172,-1,services,cellular,secondary,married,no,no
1492,55,82,8,292,-1,blue-collar,unknown,primary,married,no,no
38078,48,430,14,340,371,blue-collar,cellular,primary,married,no,no
324,31,98,5,196,-1,admin.,unknown,secondary,single,no,no
24588,41,20,17,99,151,management,cellular,tertiary,married,no,no
10865,56,0,17,82,-1,blue-collar,unknown,primary,married,no,no
28191,30,1422,29,305,223,management,cellular,tertiary,single,no,no
9761,59,1491,9,157,-1,retired,unknown,unknown,married,no,no
18848,38,1919,4,846,-1,technician,cellular,secondary,married,no,yes
26561,40,60,20,325,-1,blue-collar,cellular,primary,married,no,no
11032,46,358,17,259,-1,blue-collar,unknown,primary,divorced,no,no
3226,42,2157,15,260,-1,technician,unknown,tertiary,single,no,no
3477,32,401,15,294,-1,services,unknown,secondary,married,no,no
28756,42,640,30,545,-1,management,cellular,secondary,divorced,no,no
37748,30,-97,14,255,356,blue-collar,cellular,secondary,married,no,no
25211,41,862,18,474,-1,technician,cellular,secondary,married,no,no
6062,30,3532,26,279,-1,blue-collar,unknown,secondary,single,no,no
3132,44,112,14,225,-1,blue-collar,unknown,primary,married,no,no
9956,39,3261,9,150,-1,management,unknown,tertiary,divorced,no,no
30944,58,42,9,96,264,blue-collar,cellular,primary,married,no,no
12685,55,49,7,494,-1,blue-collar,cellular,secondary,married,no,yes
7923,31,1533,30,29,-1,blue-collar,unknown,secondary,married,no,no
12170,34,2926,20,90,-1,blue-collar,unknown,secondary,married,no,no
29912,33,575,4,254,-1,technician,cellular,secondary,married,no,no
26059,33,3910,19,676,-1,services,cellular,secondary,single,no,no
4478,39,9374,20,273,-1,services,unknown,secondary,married,no,no
37927,42,11177,14,229,373,services,cellular,secondary,divorced,no,no
32292,54,736,16,268,331,housemaid,cellular,secondary,married,no,no
34800,32,182,6,145,-1,services,cellular,secondary,single,no,no
7785,42,4791,30,88,-1,technician,unknown,secondary,married,no,no
21649,37,971,19,120,-1,technician,cellular,tertiary,single,no,no
19836,52,331,8,84,-1,blue-collar,cellular,secondary,married,no,no
26479,50,421,20,22,-1,management,cellular,secondary,married,yes,no
35996,54,428,8,311,-1,blue-collar,cellular,primary,married,no,no
20385,58,11,11,270,-1,retired,cellular,secondary,married,no,no
2624,53,887,13,169,-1,admin.,unknown,secondary,divorced,no,no
16197,48,113,22,38,-1,technician,cellular,tertiary,divorced,no,no
14153,29,983,11,963,-1,management,cellular,tertiary,single,no,yes
43386,47,288,31,193,181,management,cellular,tertiary,married,no,yes
42999,59,116,11,268,183,technician,cellular,secondary,married,no,yes
44882,39,1322,24,157,486,admin.,cellular,tertiary,married,no,no
25076,38,3234,18,578,-1,technician,cellular,tertiary,married,no,yes
21650,46,401,19,69,-1,technician,unknown,secondary,single,no,no
38336,33,450,15,148,365,services,cellular,secondary,single,no,no
15906,44,4758,22,712,-1,management,cellular,primary,married,no,yes
28659,28,1166,30,177,192,self-employed,cellular,secondary,single,no,no
1267,36,114,8,147,-1,admin.,unknown,secondary,married,no,no
2738,42,43,14,735,-1,management,unknown,secondary,married,no,no
7652,57,2528,30,724,-1,retired,unknown,tertiary,single,no,no
16723,38,69,24,915,-1,technician,cellular,secondary,married,no,no
1235,37,134,8,200,-1,blue-collar,unknown,secondary,single,no,no
32711,30,2017,17,108,-1,housemaid,cellular,tertiary,single,no,no
16008,27,3,22,506,-1,management,cellular,tertiary,single,no,no
18946,45,629,4,165,-1,self-employed,cellular,secondary,married,no,no
41770,67,361,13,411,-1,management,cellular,tertiary,divorced,no,yes
19781,31,659,8,135,-1,technician,cellular,secondary,married,no,no
32303,51,0,16,432,150,entrepreneur,cellular,secondary,married,no,no
5010,38,63,21,518,-1,management,unknown,tertiary,married,no,no
13320,45,857,8,49,-1,admin.,telephone,unknown,divorced,no,no
33049,36,1127,17,625,-1,admin.,cellular,primary,divorced,no,no
19534,59,1675,7,113,-1,admin.,cellular,secondary,married,no,no
25019,34,1186,18,131,-1,admin.,cellular,secondary,divorced,no,no
6115,40,189,27,160,-1,admin.,unknown,primary,married,no,no
27617,36,0,21,139,-1,admin.,cellular,secondary,single,no,no
33729,71,780,22,220,-1,retired,telephone,tertiary,divorced,no,no
6698,22,391,28,72,-1,blue-collar,unknown,secondary,married,no,no
1511,27,0,8,93,-1,student,unknown,secondary,single,no,no
19158,60,3876,5,445,-1,management,cellular,tertiary,married,no,no
7295,33,-416,29,431,-1,blue-collar,unknown,secondary,married,no,no
16998,52,473,25,135,-1,admin.,cellular,secondary,married,no,no
17208,38,465,28,30,-1,technician,cellular,tertiary,divorced,no,no
25182,34,20,18,262,-1,blue-collar,cellular,secondary,single,no,no
15763,38,0,21,292,-1,blue-collar,cellular,secondary,single,no,no
15379,31,1164,18,238,-1,management,cellular,tertiary,married,no,no
11300,53,694,18,130,-1,management,unknown,tertiary,married,no,no
37443,35,0,13,419,-1,services,cellular,secondary,single,no,no
30152,28,1246,4,239,-1,management,cellular,tertiary,married,no,no
33119,34,-314,20,374,307,admin.,cellular,secondary,married,no,no
38435,37,-212,15,189,352,blue-collar,cellular,primary,married,no,no
20021,54,196,8,604,-1,services,cellular,secondary,married,no,no
20332,59,-13,11,77,-1,retired,cellular,primary,married,yes,no
17144,33,-77,28,151,-1,blue-collar,cellular,secondary,married,no,no
21991,32,7743,20,358,-1,management,cellular,tertiary,married,no,no
25392,40,399,18,166,96,admin.,cellular,secondary,divorced,no,no
31502,50,405,2,82,-1,management,cellular,tertiary,divorced,no,no
40409,40,-63,2,196,-1,management,cellular,tertiary,married,no,no
39467,36,562,25,90,-1,services,cellular,tertiary,married,no,no
10002,35,-489,9,90,-1,services,unknown,secondary,married,no,no
8036,45,759,2,172,-1,services,unknown,secondary,married,no,no
29494,34,883,3,166,173,technician,telephone,secondary,married,no,no
44598,29,1937,25,6,-1,admin.,unknown,secondary,married,no,no
30024,37,1169,4,311,-1,services,cellular,secondary,single,no,no
19475,55,284,7,78,-1,technician,cellular,secondary,divorced,yes,no
37476,51,107,13,99,369,services,telephone,secondary,married,no,no
29833,57,-464,4,75,190,retired,cellular,primary,married,no,no
42059,53,395,29,136,148,technician,cellular,tertiary,married,no,yes
1437,35,907,8,242,-1,blue-collar,unknown,secondary,single,no,no
20218,33,3470,11,285,-1,technician,cellular,secondary,married,no,no
10953,55,5838,17,115,-1,entrepreneur,unknown,secondary,married,no,no
37038,47,0,13,213,-1,entrepreneur,cellular,tertiary,married,no,no
27986,32,100,28,741,-1,technician,cellular,tertiary,single,no,no
31514,41,1236,2,229,-1,services,cellular,unknown,married,no,no
32707,40,928,17,53,-1,blue-collar,cellular,unknown,married,no,no
18689,35,66,31,213,-1,management,cellular,tertiary,single,no,no
23359,51,260,27,316,-1,housemaid,cellular,secondary,married,no,no
23691,47,5,28,169,-1,services,cellular,secondary,married,no,no
12415,36,2239,30,93,-1,management,unknown,tertiary,single,no,no
1825,29,5406,9,530,-1,self-employed,unknown,tertiary,single,no,no
2511,45,350,13,146,-1,services,unknown,secondary,married,no,no
26801,54,3859,20,104,-1,management,cellular,primary,married,no,no
35350,29,43,7,142,353,blue-collar,cellular,secondary,single,no,no
17171,60,74,28,29,-1,retired,telephone,secondary,single,no,no
23886,50,0,29,128,-1,management,cellular,tertiary,divorced,no,no
9630,48,10442,6,63,-1,blue-collar,unknown,primary,single,no,no
24037,34,36,29,77,-1,management,telephone,tertiary,divorced,no,no
37502,27,205,13,204,-1,management,cellular,tertiary,single,no,no
19379,36,900,6,499,-1,management,cellular,tertiary,single,no,no
41647,41,2152,30,134,121,technician,cellular,secondary,married,no,no
9328,36,1328,6,82,-1,services,unknown,secondary,married,no,no
34896,42,24,6,219,-1,admin.,cellular,secondary,divorced,no,no
40280,23,382,15,74,108,blue-collar,cellular,primary,single,no,no
18545,46,4039,31,716,-1,management,cellular,tertiary,married,no,no
10069,53,1846,11,95,-1,retired,unknown,secondary,single,no,no
2647,30,623,13,159,-1,management,unknown,tertiary,single,no,no
25066,30,0,18,756,-1,unemployed,cellular,tertiary,married,no,no
4941,54,487,21,828,-1,management,unknown,tertiary,divorced,no,yes
29586,29,18,3,206,-1,technician,cellular,secondary,single,no,no
