,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,pdays,previous,poutcome,y,ids
14874,30.0,management,married,tertiary,no,319.0,yes,yes,cellular,16.0,jul,91.0,-1.0,0.0,unknown,no,14874
30385,33.0,management,married,tertiary,no,26721.0,no,no,cellular,5.0,feb,435.0,-1.0,0.0,unknown,no,30385
11092,50.0,services,married,secondary,no,1134.0,no,no,unknown,18.0,jun,53.0,-1.0,0.0,unknown,no,11092
44483,75.0,retired,married,primary,no,3504.0,no,no,telephone,9.0,aug,195.0,-1.0,0.0,unknown,no,44483
37474,45.0,technician,divorced,secondary,no,809.0,yes,no,cellular,13.0,may,155.0,363.0,4.0,failure,no,37474
16203,58.0,housemaid,married,primary,no,1310.0,yes,yes,cellular,22.0,jul,1226.0,-1.0,0.0,unknown,no,16203
19175,35.0,management,divorced,tertiary,no,473.0,no,yes,cellular,5.0,aug,37.0,-1.0,0.0,unknown,no,19175
4753,41.0,blue-collar,married,primary,no,1250.0,yes,no,unknown,20.0,may,1392.0,-1.0,0.0,unknown,yes,4753
37219,38.0,management,married,tertiary,no,2278.0,yes,yes,cellular,13.0,may,244.0,-1.0,0.0,unknown,no,37219
15321,56.0,technician,divorced,secondary,no,179.0,no,no,cellular,18.0,jul,536.0,-1.0,0.0,unknown,yes,15321
37832,35.0,services,divorced,secondary,no,221.0,yes,no,cellular,14.0,may,150.0,360.0,1.0,failure,no,37832
6136,52.0,admin.,married,secondary,no,876.0,no,no,unknown,27.0,may,227.0,-1.0,0.0,unknown,no,6136
21243,35.0,management,married,tertiary,no,750.0,yes,no,cellular,18.0,aug,233.0,-1.0,0.0,unknown,no,21243
11297,51.0,blue-collar,married,primary,no,1238.0,no,no,unknown,18.0,jun,48.0,-1.0,0.0,unknown,no,11297
3995,53.0,blue-collar,married,secondary,no,2.0,yes,no,unknown,16.0,may,851.0,-1.0,0.0,unknown,no,3995
23657,34.0,management,single,tertiary,no,4348.0,yes,no,cellular,28.0,aug,373.0,-1.0,0.0,unknown,no,23657
11299,31.0,blue-collar,single,secondary,no,54.0,no,no,unknown,18.0,jun,230.0,-1.0,0.0,unknown,no,11299
18692,44.0,blue-collar,married,primary,no,292.0,no,no,cellular,31.0,jul,99.0,-1.0,0.0,unknown,no,18692
28448,27.0,technician,married,secondary,no,2735.0,yes,no,cellular,29.0,jan,205.0,-1.0,0.0,unknown,no,28448
38626,47.0,blue-collar,married,primary,no,537.0,yes,no,telephone,15.0,may,49.0,-1.0,0.0,unknown,no,38626
20985,41.0,management,divorced,tertiary,no,20479.0,no,no,cellular,14.0,aug,229.0,-1.0,0.0,unknown,no,20985
5931,28.0,technician,single,tertiary,no,1050.0,yes,no,unknown,26.0,may,293.0,-1.0,0.0,unknown,no,5931
260,53.0,blue-collar,married,secondary,no,70.0,yes,no,unknown,5.0,may,611.0,-1.0,0.0,unknown,no,260
19399,50.0,technician,married,secondary,no,10757.0,yes,no,cellular,6.0,aug,276.0,-1.0,0.0,unknown,no,19399
25273,40.0,admin.,single,secondary,no,2854.0,yes,no,cellular,18.0,nov,354.0,169.0,1.0,failure,no,25273
9031,42.0,blue-collar,divorced,secondary,no,1037.0,no,no,unknown,5.0,jun,271.0,-1.0,0.0,unknown,no,9031
32132,26.0,technician,married,secondary,no,744.0,no,no,cellular,15.0,apr,609.0,-1.0,0.0,unknown,no,32132
17084,50.0,admin.,divorced,secondary,no,797.0,yes,no,telephone,25.0,jul,72.0,-1.0,0.0,unknown,no,17084
40585,55.0,technician,married,secondary,no,0.0,no,no,cellular,27.0,jul,506.0,-1.0,0.0,unknown,no,40585
13222,60.0,management,married,secondary,no,725.0,yes,no,cellular,8.0,jul,266.0,-1.0,0.0,unknown,no,13222
14887,48.0,retired,single,primary,no,119.0,no,yes,cellular,16.0,jul,177.0,-1.0,0.0,unknown,no,14887
14552,45.0,technician,married,unknown,no,557.0,yes,no,cellular,15.0,jul,80.0,-1.0,0.0,unknown,no,14552
42291,34.0,blue-collar,single,unknown,no,129.0,yes,yes,cellular,16.0,nov,295.0,200.0,2.0,success,yes,42291
37552,45.0,blue-collar,married,primary,no,528.0,yes,no,cellular,14.0,may,16.0,-1.0,0.0,unknown,no,37552
3577,44.0,blue-collar,married,primary,no,412.0,yes,no,unknown,15.0,may,56.0,-1.0,0.0,unknown,no,3577
31538,35.0,admin.,single,secondary,no,663.0,yes,no,cellular,2.0,apr,359.0,-1.0,0.0,unknown,no,31538
40480,66.0,unknown,divorced,unknown,no,1993.0,yes,no,cellular,6.0,jul,117.0,-1.0,0.0,unknown,no,40480
157,60.0,retired,divorced,secondary,no,216.0,yes,no,unknown,5.0,may,238.0,-1.0,0.0,unknown,no,157
23964,40.0,management,single,tertiary,no,185.0,no,no,cellular,29.0,aug,173.0,-1.0,0.0,unknown,no,23964
19445,30.0,management,single,tertiary,no,5389.0,no,no,cellular,6.0,aug,1456.0,-1.0,0.0,unknown,yes,19445
5136,31.0,technician,married,secondary,no,589.0,yes,yes,unknown,21.0,may,151.0,-1.0,0.0,unknown,no,5136
26346,34.0,blue-collar,single,secondary,no,79.0,no,yes,cellular,20.0,nov,104.0,-1.0,0.0,unknown,no,26346
32117,33.0,management,married,secondary,no,336.0,no,no,cellular,15.0,apr,179.0,-1.0,0.0,unknown,yes,32117
44324,54.0,management,married,tertiary,no,752.0,no,no,telephone,29.0,jul,211.0,491.0,4.0,other,yes,44324
35886,34.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,8.0,may,325.0,170.0,2.0,failure,no,35886
27399,37.0,entrepreneur,single,tertiary,no,65.0,no,no,cellular,21.0,nov,20.0,113.0,4.0,failure,no,27399
31273,26.0,management,single,secondary,no,651.0,no,yes,cellular,5.0,mar,84.0,-1.0,0.0,unknown,no,31273
44619,28.0,management,single,tertiary,no,1584.0,yes,no,cellular,1.0,sep,222.0,-1.0,0.0,unknown,yes,44619
34492,30.0,management,single,tertiary,no,0.0,yes,no,cellular,5.0,may,381.0,342.0,7.0,failure,no,34492
3968,37.0,admin.,married,secondary,no,281.0,yes,no,unknown,16.0,may,279.0,-1.0,0.0,unknown,no,3968
14811,32.0,blue-collar,divorced,secondary,no,8.0,yes,no,cellular,16.0,jul,226.0,-1.0,0.0,unknown,no,14811
28699,49.0,management,married,tertiary,no,342.0,no,no,cellular,30.0,jan,433.0,228.0,1.0,failure,no,28699
8278,41.0,blue-collar,married,primary,no,1905.0,yes,no,unknown,2.0,jun,164.0,-1.0,0.0,unknown,no,8278
35607,28.0,admin.,single,secondary,no,26.0,yes,no,cellular,7.0,may,227.0,-1.0,0.0,unknown,no,35607
16172,34.0,blue-collar,single,secondary,no,-199.0,no,no,cellular,22.0,jul,78.0,-1.0,0.0,unknown,no,16172
1046,23.0,management,single,tertiary,no,2605.0,yes,no,unknown,7.0,may,278.0,-1.0,0.0,unknown,no,1046
26071,34.0,services,married,secondary,no,2048.0,yes,no,cellular,19.0,nov,307.0,-1.0,0.0,unknown,no,26071
35461,26.0,blue-collar,single,secondary,no,311.0,yes,no,cellular,7.0,may,798.0,-1.0,0.0,unknown,yes,35461
37648,36.0,admin.,divorced,secondary,no,869.0,yes,no,cellular,14.0,may,102.0,350.0,1.0,failure,no,37648
5961,28.0,blue-collar,married,secondary,no,339.0,yes,no,unknown,26.0,may,100.0,-1.0,0.0,unknown,no,5961
42107,32.0,technician,single,tertiary,no,600.0,no,no,cellular,2.0,nov,272.0,-1.0,0.0,unknown,no,42107
3792,32.0,blue-collar,married,primary,no,1877.0,yes,no,unknown,16.0,may,601.0,-1.0,0.0,unknown,no,3792
34186,36.0,technician,single,secondary,no,1228.0,yes,no,cellular,4.0,may,303.0,-1.0,0.0,unknown,yes,34186
19301,34.0,housemaid,married,secondary,no,265.0,no,no,cellular,6.0,aug,329.0,-1.0,0.0,unknown,no,19301
41909,25.0,student,single,secondary,no,3165.0,no,no,telephone,20.0,oct,251.0,-1.0,0.0,unknown,no,41909
28149,32.0,technician,married,tertiary,no,0.0,yes,yes,cellular,29.0,jan,223.0,261.0,2.0,failure,no,28149
38378,28.0,student,single,tertiary,no,22.0,yes,no,cellular,15.0,may,536.0,-1.0,0.0,unknown,yes,38378
37846,37.0,blue-collar,married,primary,no,190.0,yes,no,cellular,14.0,may,17.0,-1.0,0.0,unknown,no,37846
8665,45.0,technician,single,secondary,no,1044.0,yes,no,unknown,3.0,jun,239.0,-1.0,0.0,unknown,no,8665
26571,31.0,entrepreneur,single,tertiary,no,627.0,no,no,cellular,20.0,nov,486.0,-1.0,0.0,unknown,no,26571
17085,56.0,management,married,tertiary,no,6475.0,no,no,cellular,25.0,jul,200.0,-1.0,0.0,unknown,no,17085
30049,30.0,management,married,tertiary,no,367.0,no,no,cellular,4.0,feb,170.0,-1.0,0.0,unknown,no,30049
27173,50.0,admin.,married,secondary,no,231.0,yes,no,cellular,21.0,nov,397.0,-1.0,0.0,unknown,no,27173
25693,33.0,management,single,tertiary,no,5945.0,yes,no,cellular,19.0,nov,190.0,-1.0,0.0,unknown,no,25693
43732,74.0,retired,divorced,tertiary,no,3810.0,yes,no,cellular,17.0,may,492.0,-1.0,0.0,unknown,no,43732
3997,26.0,blue-collar,single,primary,no,-579.0,yes,no,unknown,16.0,may,320.0,-1.0,0.0,unknown,no,3997
755,38.0,housemaid,married,secondary,no,0.0,yes,no,unknown,6.0,may,59.0,-1.0,0.0,unknown,no,755
2955,40.0,technician,single,unknown,no,3652.0,yes,no,unknown,14.0,may,1028.0,-1.0,0.0,unknown,yes,2955
19410,55.0,entrepreneur,married,tertiary,no,41923.0,no,no,cellular,6.0,aug,69.0,-1.0,0.0,unknown,no,19410
20221,33.0,management,married,tertiary,no,901.0,no,no,cellular,11.0,aug,76.0,-1.0,0.0,unknown,no,20221
15066,39.0,management,married,primary,no,3760.0,no,yes,cellular,17.0,jul,262.0,-1.0,0.0,unknown,no,15066
33669,42.0,management,married,tertiary,no,1686.0,yes,yes,cellular,20.0,apr,522.0,-1.0,0.0,unknown,no,33669
28542,48.0,management,divorced,tertiary,no,657.0,no,yes,cellular,29.0,jan,251.0,-1.0,0.0,unknown,no,28542
1366,51.0,blue-collar,married,primary,no,0.0,no,no,unknown,8.0,may,384.0,-1.0,0.0,unknown,no,1366
25173,39.0,management,married,tertiary,no,514.0,no,no,telephone,18.0,nov,155.0,-1.0,0.0,unknown,no,25173
38981,25.0,technician,single,secondary,no,7103.0,yes,no,cellular,18.0,may,287.0,-1.0,0.0,unknown,no,38981
16348,28.0,student,single,tertiary,no,270.0,no,no,cellular,23.0,jul,172.0,-1.0,0.0,unknown,no,16348
33348,35.0,blue-collar,married,secondary,no,876.0,yes,no,cellular,20.0,apr,318.0,-1.0,0.0,unknown,no,33348
21407,33.0,technician,single,secondary,no,199.0,no,no,cellular,18.0,aug,178.0,-1.0,0.0,unknown,no,21407
6392,37.0,blue-collar,married,secondary,no,0.0,no,no,unknown,27.0,may,33.0,-1.0,0.0,unknown,no,6392
6260,52.0,services,married,primary,no,-585.0,yes,yes,unknown,27.0,may,201.0,-1.0,0.0,unknown,no,6260
35941,53.0,admin.,married,secondary,no,4493.0,no,no,cellular,8.0,may,286.0,168.0,3.0,failure,no,35941
40980,33.0,admin.,married,secondary,no,1604.0,no,no,cellular,13.0,aug,78.0,-1.0,0.0,unknown,no,40980
294,34.0,technician,married,secondary,no,19.0,yes,no,unknown,5.0,may,362.0,-1.0,0.0,unknown,no,294
40737,63.0,management,married,tertiary,no,5112.0,no,no,telephone,10.0,aug,255.0,-1.0,0.0,unknown,no,40737
34519,33.0,blue-collar,married,secondary,no,23.0,yes,no,cellular,5.0,may,173.0,-1.0,0.0,unknown,no,34519
2510,47.0,blue-collar,married,primary,no,521.0,yes,no,unknown,13.0,may,262.0,-1.0,0.0,unknown,no,2510
1220,36.0,services,single,tertiary,no,72.0,yes,no,unknown,8.0,may,80.0,-1.0,0.0,unknown,no,1220
2183,28.0,technician,single,secondary,no,-219.0,yes,no,unknown,12.0,may,386.0,-1.0,0.0,unknown,no,2183
1103,52.0,technician,married,unknown,no,133.0,yes,no,unknown,7.0,may,253.0,-1.0,0.0,unknown,no,1103
5514,33.0,blue-collar,married,secondary,no,463.0,yes,no,unknown,23.0,may,76.0,-1.0,0.0,unknown,no,5514
2717,38.0,management,married,tertiary,no,258.0,yes,no,unknown,13.0,may,124.0,-1.0,0.0,unknown,no,2717
25776,40.0,management,married,tertiary,no,315.0,no,no,cellular,19.0,nov,321.0,-1.0,0.0,unknown,no,25776
34112,38.0,technician,married,secondary,no,865.0,yes,no,cellular,30.0,apr,503.0,-1.0,0.0,unknown,no,34112
31921,31.0,blue-collar,single,secondary,no,501.0,yes,no,cellular,9.0,apr,132.0,-1.0,0.0,unknown,no,31921
40261,33.0,unemployed,married,tertiary,no,3335.0,no,no,cellular,15.0,jun,92.0,301.0,6.0,failure,no,40261
38631,35.0,blue-collar,divorced,secondary,no,1780.0,yes,no,cellular,15.0,may,306.0,347.0,9.0,failure,no,38631
43606,38.0,management,married,tertiary,no,238.0,no,no,cellular,4.0,may,131.0,90.0,2.0,success,no,43606
9301,45.0,self-employed,married,tertiary,no,334.0,no,no,unknown,5.0,jun,87.0,-1.0,0.0,unknown,no,9301
19556,59.0,retired,married,secondary,no,-471.0,no,no,cellular,7.0,aug,86.0,-1.0,0.0,unknown,no,19556
38566,24.0,blue-collar,divorced,secondary,no,513.0,yes,no,cellular,15.0,may,61.0,-1.0,0.0,unknown,no,38566
21032,50.0,services,married,secondary,no,961.0,no,yes,cellular,14.0,aug,757.0,-1.0,0.0,unknown,no,21032
32372,36.0,blue-collar,single,primary,no,736.0,yes,no,cellular,16.0,apr,114.0,304.0,2.0,failure,no,32372
23405,33.0,technician,married,tertiary,no,148.0,no,no,cellular,27.0,aug,15.0,-1.0,0.0,unknown,no,23405
43321,31.0,student,single,unknown,no,7826.0,no,no,telephone,17.0,mar,133.0,-1.0,0.0,unknown,no,43321
26246,32.0,services,single,tertiary,no,945.0,no,no,cellular,20.0,nov,531.0,-1.0,0.0,unknown,yes,26246
15345,31.0,management,married,tertiary,no,557.0,yes,no,cellular,18.0,jul,111.0,-1.0,0.0,unknown,no,15345
12104,52.0,blue-collar,married,secondary,no,1860.0,no,no,unknown,20.0,jun,496.0,-1.0,0.0,unknown,no,12104
20454,32.0,management,divorced,tertiary,no,874.0,no,no,cellular,12.0,aug,1282.0,-1.0,0.0,unknown,yes,20454
32661,53.0,services,married,secondary,no,197.0,yes,no,cellular,17.0,apr,307.0,-1.0,0.0,unknown,no,32661
13458,52.0,blue-collar,married,unknown,no,0.0,yes,no,cellular,9.0,jul,1486.0,-1.0,0.0,unknown,yes,13458
31650,40.0,management,married,secondary,no,754.0,no,yes,cellular,6.0,apr,635.0,-1.0,0.0,unknown,yes,31650
29222,36.0,unemployed,married,secondary,no,608.0,yes,no,cellular,2.0,feb,114.0,263.0,3.0,other,no,29222
26114,31.0,management,married,tertiary,no,35.0,yes,yes,cellular,19.0,nov,323.0,-1.0,0.0,unknown,no,26114
9142,48.0,admin.,married,secondary,no,476.0,no,no,unknown,5.0,jun,489.0,-1.0,0.0,unknown,no,9142
18121,58.0,retired,divorced,tertiary,no,-1598.0,yes,no,cellular,30.0,jul,104.0,-1.0,0.0,unknown,no,18121
29991,28.0,services,divorced,secondary,no,9.0,yes,no,cellular,4.0,feb,306.0,-1.0,0.0,unknown,no,29991
18939,41.0,management,single,tertiary,no,260.0,no,no,cellular,4.0,aug,149.0,-1.0,0.0,unknown,no,18939
12393,34.0,technician,married,secondary,no,2019.0,yes,yes,unknown,27.0,jun,102.0,-1.0,0.0,unknown,no,12393
32063,32.0,technician,single,tertiary,no,1012.0,no,no,cellular,14.0,apr,178.0,-1.0,0.0,unknown,no,32063
33243,35.0,admin.,divorced,tertiary,no,262.0,yes,no,cellular,20.0,apr,690.0,335.0,4.0,other,no,33243
29713,55.0,management,single,tertiary,no,-350.0,no,no,telephone,3.0,feb,87.0,6.0,1.0,other,no,29713
29218,49.0,self-employed,married,tertiary,no,147.0,no,yes,cellular,2.0,feb,559.0,189.0,4.0,failure,no,29218
37653,38.0,services,divorced,secondary,no,6182.0,yes,no,cellular,14.0,may,484.0,177.0,1.0,other,no,37653
15212,52.0,housemaid,married,primary,no,3798.0,yes,no,cellular,17.0,jul,1208.0,-1.0,0.0,unknown,yes,15212
9029,44.0,technician,married,secondary,no,296.0,yes,yes,unknown,5.0,jun,169.0,-1.0,0.0,unknown,no,9029
31738,25.0,admin.,single,secondary,no,82.0,no,yes,cellular,7.0,apr,104.0,-1.0,0.0,unknown,yes,31738
30576,34.0,services,single,secondary,no,1758.0,yes,no,cellular,6.0,feb,14.0,-1.0,0.0,unknown,no,30576
42094,33.0,management,married,tertiary,no,3301.0,yes,no,cellular,2.0,nov,131.0,171.0,2.0,failure,no,42094
27294,35.0,technician,single,tertiary,no,5301.0,no,no,cellular,21.0,nov,937.0,-1.0,0.0,unknown,yes,27294
32599,46.0,blue-collar,married,primary,no,-175.0,yes,yes,cellular,17.0,apr,250.0,324.0,2.0,failure,no,32599
31238,25.0,self-employed,single,tertiary,no,42.0,yes,no,cellular,3.0,mar,320.0,-1.0,0.0,unknown,yes,31238
28305,45.0,blue-collar,married,primary,no,487.0,yes,no,cellular,29.0,jan,117.0,163.0,4.0,failure,no,28305
44363,33.0,management,married,tertiary,no,643.0,no,no,cellular,2.0,aug,203.0,94.0,1.0,other,no,44363
30940,35.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,9.0,feb,226.0,280.0,1.0,other,no,30940
39832,44.0,management,divorced,tertiary,no,7541.0,yes,no,telephone,1.0,jun,55.0,82.0,1.0,other,no,39832
17502,41.0,admin.,married,secondary,no,-5.0,yes,no,cellular,29.0,jul,38.0,-1.0,0.0,unknown,no,17502
11648,56.0,technician,married,tertiary,no,1062.0,no,no,unknown,20.0,jun,37.0,-1.0,0.0,unknown,no,11648
24284,41.0,management,married,tertiary,no,1272.0,yes,no,cellular,17.0,nov,214.0,-1.0,0.0,unknown,no,24284
1616,32.0,admin.,single,tertiary,no,490.0,yes,no,unknown,9.0,may,94.0,-1.0,0.0,unknown,no,1616
14593,42.0,blue-collar,single,secondary,no,-178.0,yes,no,cellular,15.0,jul,178.0,-1.0,0.0,unknown,no,14593
32531,34.0,services,married,secondary,no,210.0,yes,yes,cellular,17.0,apr,175.0,332.0,1.0,failure,no,32531
17949,38.0,technician,single,tertiary,no,2350.0,no,no,cellular,30.0,jul,101.0,-1.0,0.0,unknown,no,17949
28379,52.0,management,married,secondary,no,596.0,yes,no,cellular,29.0,jan,113.0,188.0,1.0,other,no,28379
30015,37.0,admin.,single,primary,no,91.0,yes,no,cellular,4.0,feb,283.0,273.0,2.0,failure,no,30015
33411,37.0,admin.,single,secondary,no,-296.0,yes,no,cellular,20.0,apr,81.0,-1.0,0.0,unknown,no,33411
36570,37.0,technician,married,tertiary,no,1733.0,yes,no,cellular,12.0,may,524.0,326.0,1.0,other,no,36570
3234,46.0,management,single,secondary,no,244.0,yes,no,unknown,15.0,may,244.0,-1.0,0.0,unknown,no,3234
369,23.0,student,single,secondary,no,157.0,yes,no,unknown,6.0,may,54.0,-1.0,0.0,unknown,no,369
11813,27.0,admin.,married,secondary,no,-48.0,yes,no,unknown,20.0,jun,168.0,-1.0,0.0,unknown,no,11813
20104,32.0,self-employed,married,tertiary,no,1214.0,no,no,cellular,11.0,aug,104.0,-1.0,0.0,unknown,no,20104
11099,40.0,self-employed,married,secondary,no,256.0,no,no,unknown,18.0,jun,30.0,-1.0,0.0,unknown,no,11099
13707,32.0,admin.,married,tertiary,no,1.0,yes,yes,cellular,10.0,jul,143.0,-1.0,0.0,unknown,no,13707
7518,44.0,technician,married,secondary,no,378.0,yes,no,unknown,30.0,may,203.0,-1.0,0.0,unknown,no,7518
7235,51.0,management,married,tertiary,no,0.0,yes,yes,unknown,29.0,may,410.0,-1.0,0.0,unknown,no,7235
7033,28.0,admin.,single,secondary,no,1238.0,yes,no,unknown,28.0,may,252.0,-1.0,0.0,unknown,no,7033
25905,36.0,self-employed,married,tertiary,no,16430.0,yes,no,cellular,19.0,nov,234.0,166.0,3.0,failure,no,25905
21685,57.0,retired,married,secondary,no,-133.0,no,no,cellular,19.0,aug,197.0,-1.0,0.0,unknown,no,21685
3568,52.0,blue-collar,married,primary,no,1079.0,yes,no,unknown,15.0,may,257.0,-1.0,0.0,unknown,no,3568
25976,40.0,blue-collar,married,secondary,no,1708.0,yes,no,cellular,19.0,nov,382.0,174.0,1.0,other,no,25976
40884,36.0,management,married,tertiary,no,2987.0,yes,no,cellular,12.0,aug,307.0,-1.0,0.0,unknown,yes,40884
38424,39.0,admin.,married,secondary,no,-650.0,no,no,cellular,15.0,may,123.0,364.0,1.0,failure,no,38424
29143,37.0,management,married,secondary,no,10.0,no,yes,cellular,2.0,feb,164.0,250.0,2.0,failure,no,29143
37794,33.0,management,married,primary,no,262.0,yes,no,cellular,14.0,may,386.0,-1.0,0.0,unknown,no,37794
27503,52.0,blue-collar,married,primary,no,4793.0,yes,no,telephone,21.0,nov,61.0,168.0,2.0,failure,no,27503
1417,32.0,blue-collar,married,secondary,no,1.0,yes,no,unknown,8.0,may,102.0,-1.0,0.0,unknown,no,1417
40029,53.0,technician,married,tertiary,no,2600.0,no,no,cellular,3.0,jun,656.0,-1.0,0.0,unknown,no,40029
6918,28.0,student,single,secondary,no,949.0,yes,no,unknown,28.0,may,1730.0,-1.0,0.0,unknown,yes,6918
24992,56.0,admin.,divorced,secondary,no,0.0,no,no,cellular,18.0,nov,100.0,154.0,2.0,failure,no,24992
906,27.0,services,single,secondary,no,0.0,yes,no,unknown,7.0,may,388.0,-1.0,0.0,unknown,no,906
8252,26.0,technician,single,secondary,no,2610.0,yes,yes,unknown,2.0,jun,626.0,-1.0,0.0,unknown,no,8252
36683,44.0,entrepreneur,divorced,tertiary,no,134.0,yes,no,cellular,12.0,may,78.0,-1.0,0.0,unknown,no,36683
30644,37.0,technician,single,tertiary,no,6101.0,no,no,cellular,6.0,feb,141.0,-1.0,0.0,unknown,yes,30644
18519,56.0,unknown,married,unknown,no,33.0,no,no,telephone,31.0,jul,26.0,-1.0,0.0,unknown,no,18519
19121,44.0,management,married,tertiary,no,7485.0,no,no,cellular,5.0,aug,187.0,-1.0,0.0,unknown,no,19121
21186,45.0,management,married,tertiary,no,0.0,no,no,cellular,14.0,aug,64.0,-1.0,0.0,unknown,no,21186
38049,47.0,blue-collar,single,primary,no,355.0,yes,no,cellular,14.0,may,144.0,366.0,1.0,failure,no,38049
26067,32.0,admin.,single,secondary,no,375.0,yes,no,cellular,19.0,nov,143.0,-1.0,0.0,unknown,no,26067
28576,31.0,technician,single,secondary,no,304.0,no,no,cellular,29.0,jan,293.0,160.0,2.0,other,no,28576
34672,35.0,services,divorced,secondary,no,67.0,yes,no,cellular,5.0,may,192.0,-1.0,0.0,unknown,no,34672
15503,29.0,admin.,married,secondary,no,-193.0,no,no,cellular,18.0,jul,126.0,-1.0,0.0,unknown,no,15503
2333,26.0,technician,single,secondary,no,8.0,no,no,unknown,13.0,may,147.0,-1.0,0.0,unknown,no,2333
50,54.0,blue-collar,married,secondary,no,1291.0,yes,no,unknown,5.0,may,266.0,-1.0,0.0,unknown,no,50
23321,59.0,technician,divorced,secondary,no,330.0,no,no,cellular,27.0,aug,27.0,-1.0,0.0,unknown,no,23321
37452,57.0,blue-collar,married,secondary,no,25.0,yes,no,cellular,13.0,may,378.0,359.0,1.0,failure,no,37452
28185,33.0,management,divorced,tertiary,no,893.0,yes,no,cellular,29.0,jan,259.0,259.0,9.0,failure,no,28185
4360,37.0,blue-collar,married,primary,no,53.0,yes,no,unknown,19.0,may,467.0,-1.0,0.0,unknown,no,4360
2910,49.0,technician,married,primary,no,1878.0,yes,no,unknown,14.0,may,267.0,-1.0,0.0,unknown,no,2910
35067,28.0,blue-collar,married,tertiary,no,417.0,yes,yes,cellular,6.0,may,523.0,363.0,2.0,failure,no,35067
37138,33.0,blue-collar,married,secondary,no,308.0,yes,no,cellular,13.0,may,147.0,-1.0,0.0,unknown,no,37138
45175,38.0,entrepreneur,single,secondary,no,2543.0,no,no,cellular,11.0,nov,357.0,93.0,5.0,success,yes,45175
8675,28.0,blue-collar,married,secondary,no,228.0,yes,no,unknown,3.0,jun,328.0,-1.0,0.0,unknown,no,8675
31060,26.0,technician,single,tertiary,no,11862.0,no,no,cellular,13.0,feb,119.0,-1.0,0.0,unknown,yes,31060
2483,60.0,blue-collar,married,primary,no,1262.0,yes,yes,unknown,13.0,may,1015.0,-1.0,0.0,unknown,yes,2483
9,43.0,technician,single,secondary,no,593.0,yes,no,unknown,5.0,may,55.0,-1.0,0.0,unknown,no,9
7478,58.0,technician,married,secondary,no,4299.0,yes,no,unknown,29.0,may,348.0,-1.0,0.0,unknown,no,7478
8444,38.0,blue-collar,married,secondary,no,205.0,yes,no,unknown,3.0,jun,170.0,-1.0,0.0,unknown,no,8444
21821,50.0,management,divorced,tertiary,no,30.0,no,no,cellular,20.0,aug,76.0,-1.0,0.0,unknown,no,21821
10919,48.0,management,single,tertiary,no,1437.0,yes,yes,unknown,17.0,jun,34.0,-1.0,0.0,unknown,no,10919
6542,24.0,management,married,secondary,no,2278.0,yes,no,unknown,27.0,may,77.0,-1.0,0.0,unknown,no,6542
33724,37.0,management,married,tertiary,no,4174.0,no,no,cellular,22.0,apr,183.0,-1.0,0.0,unknown,no,33724
9687,42.0,blue-collar,married,primary,no,480.0,yes,no,unknown,6.0,jun,288.0,-1.0,0.0,unknown,no,9687
7223,45.0,technician,married,secondary,no,59.0,yes,no,unknown,29.0,may,609.0,-1.0,0.0,unknown,no,7223
14388,45.0,technician,married,secondary,no,144.0,yes,yes,cellular,14.0,jul,154.0,-1.0,0.0,unknown,no,14388
11953,37.0,services,married,secondary,no,1483.0,no,no,unknown,20.0,jun,32.0,-1.0,0.0,unknown,no,11953
34648,50.0,blue-collar,married,secondary,no,716.0,yes,no,cellular,5.0,may,444.0,-1.0,0.0,unknown,no,34648
25377,30.0,management,married,tertiary,no,1185.0,yes,no,cellular,18.0,nov,342.0,120.0,4.0,failure,no,25377
37413,38.0,management,married,tertiary,no,0.0,yes,no,cellular,13.0,may,537.0,303.0,2.0,failure,no,37413
33520,40.0,blue-collar,single,primary,no,1530.0,yes,no,cellular,20.0,apr,8.0,315.0,1.0,failure,no,33520
42934,34.0,technician,married,secondary,no,3000.0,yes,yes,cellular,8.0,feb,215.0,221.0,1.0,failure,no,42934
30763,33.0,blue-collar,single,tertiary,no,350.0,yes,no,cellular,6.0,feb,148.0,227.0,5.0,failure,no,30763
34294,33.0,blue-collar,married,primary,no,5151.0,yes,yes,cellular,4.0,may,124.0,165.0,5.0,failure,no,34294
31842,36.0,management,single,tertiary,no,223.0,yes,no,cellular,8.0,apr,281.0,-1.0,0.0,unknown,no,31842
17994,32.0,unemployed,married,tertiary,no,7.0,yes,no,cellular,30.0,jul,29.0,-1.0,0.0,unknown,no,17994
27467,36.0,self-employed,married,secondary,no,1006.0,yes,no,cellular,21.0,nov,89.0,-1.0,0.0,unknown,no,27467
36972,41.0,blue-collar,married,primary,no,1356.0,yes,no,cellular,13.0,may,50.0,-1.0,0.0,unknown,no,36972
14283,44.0,management,single,tertiary,no,0.0,no,yes,cellular,14.0,jul,289.0,-1.0,0.0,unknown,no,14283
2544,47.0,blue-collar,married,primary,no,300.0,yes,no,unknown,13.0,may,103.0,-1.0,0.0,unknown,no,2544
9635,46.0,housemaid,married,primary,no,1676.0,no,no,unknown,6.0,jun,56.0,-1.0,0.0,unknown,no,9635
114,59.0,retired,divorced,primary,no,81.0,yes,no,unknown,5.0,may,107.0,-1.0,0.0,unknown,no,114
